src_ip,dst_ip,src_port,dst_port,outbound_byte_ratio,duration,packets_per_second,total_packets,total_bytes,packet_size_avg,packet_size_std,proto_TCP,proto_UDP,proto_ICMP,proto_other,window_id
59.166.0.9,149.171.126.3,22183,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.0,149.171.126.2,46637,47483,0.391658,0.3307415619122279,5.0036723355330865,4.07753744390572,8.970177815492379,4.916955968392827,4.960667058272831,1,0,0,0,0
59.166.0.3,149.171.126.9,46423,21,0.955446,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.313205979041787,3.9415818076696905,0.0,1,0,0,0,0
59.166.0.6,149.171.126.6,41153,39153,0.936214,0.06485097231961631,7.601402334583733,4.90527477843843,11.027621378434315,6.131940056572709,6.3279114994809795,1,0,0,0,0
59.166.0.4,149.171.126.9,16189,80,0.857914,0.7843580606133295,3.3274854644016725,3.4965075614664802,9.3803362790795,5.917212333782771,6.128884723601532,1,0,0,0,0
59.166.0.9,149.171.126.2,27256,52579,0.943541,0.4824261492442927,3.5968702725151473,3.1354942159291497,9.143452426434552,6.054652724910979,6.287228129139894,1,0,0,0,0
59.166.0.5,149.171.126.6,25386,5190,0.551074,0.05259245011917058,6.871052873747992,3.970291913552122,8.425735580927402,4.485606717551491,4.457484161839871,1,0,0,0,0
59.166.0.3,149.171.126.7,53858,25,0.082969,0.0344014267173324,7.896074270993108,4.553876891600541,10.614941143578706,6.073926585071213,6.259879291602824,1,0,0,0,0
59.166.0.1,149.171.126.6,21156,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.3,149.171.126.1,7999,21,0.583,0.46247536282494395,4.414404917180611,3.8918202981106265,8.006700845440367,4.151039905898646,0.0,1,0,0,0,0
59.166.0.0,149.171.126.7,51167,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.0,149.171.126.4,6517,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.0,149.171.126.5,31473,29798,0.386546,0.4154154389613325,4.732871507979822,4.07753744390572,8.983314293397749,4.929998537788541,5.41598483108189,1,0,0,0,0
59.166.0.4,149.171.126.5,17719,21,0.955446,0.12221763272424921,3.4584982427634188,1.6094379124341003,5.313205979041787,3.9415818076696905,0.0,1,0,0,0,0
59.166.0.0,149.171.126.2,41109,53,0.554795,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.680172609017068,4.304065093204169,0.0,0,1,0,0,0
59.166.0.1,149.171.126.4,17973,22,0.574688,0.05259245011917058,7.706712873880319,4.795790545596741,9.542445945729886,4.763455164953805,5.092217892452396,1,0,0,0,0
59.166.0.4,149.171.126.6,15961,25,0.083325,0.023716526617316044,8.273251517549829,4.553876891600541,10.610660904829166,6.06965611555696,6.259879291602824,1,0,0,0,0
59.166.0.9,149.171.126.0,3785,143,0.662312,0.5844477636366044,5.74729706169346,5.517452896464707,10.048323556581577,4.545522904543925,4.974270186218461,1,0,0,0,0
59.166.0.9,149.171.126.9,50724,58003,0.856115,0.002995508979798479,8.448414582759082,2.70805020110221,7.707512194600341,5.074280560150267,5.510799013220489,1,0,0,0,0
59.166.0.3,149.171.126.9,49332,21,0.5846,0.31554040058017735,5.54932776528331,4.564348191467836,8.69751274553952,4.159211982391455,0.0,1,0,0,0,0
59.166.0.1,149.171.126.4,7005,49502,0.954152,0.761739972025557,2.9184804801535194,3.044522437723423,9.13227071655426,6.138590611998276,6.315720270433907,1,0,0,0,0
59.166.0.2,149.171.126.9,43981,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.0,149.171.126.9,63549,80,0.984227,1.4199708874792745,5.836936443982177,6.9782137426306985,13.915649967336932,6.939337102467637,6.327870435099602,1,0,0,0,0
59.166.0.6,149.171.126.7,42243,80,0.857914,0.696641069814201,3.489744043387696,3.4965075614664802,9.3803362790795,5.917212333782771,6.128884723601532,1,0,0,0,0
59.166.0.5,149.171.126.7,21034,80,0.857914,0.6961426895397438,3.490707287505151,3.4965075614664802,9.3803362790795,5.917212333782771,6.128884723601532,1,0,0,0,0
59.166.0.7,149.171.126.1,18013,12705,0.859155,0.045928931888399804,5.70001652569706,2.70805020110221,7.728855823852543,5.095501512989716,5.510799013220489,1,0,0,0,0
59.166.0.0,149.171.126.3,5353,143,0.668025,0.5877866649021191,5.739792912179234,5.517452896464707,10.067178295192607,4.564180166935838,4.913486914504098,1,0,0,0,0
59.166.0.2,149.171.126.5,8087,43981,0.895203,0.010939940038334364,8.866709848584021,4.3694478524670215,10.05470536427875,5.701300764425882,6.138656378070427,1,0,0,0,0
59.166.0.3,149.171.126.5,21474,111,0.36036,0.003992021269537453,7.601402334583733,2.1972245773362196,6.790097235513905,4.718498871295094,4.174387269895637,0,1,0,0,0
149.171.126.15,175.45.176.3,47439,53,0.0,0.0009995003330835331,6.90875477931522,0.6931471805599453,4.890349128221754,4.890349128221754,0.0,0,1,0,0,0
