dataset,dataset_id,split,kind,window_id,src_ip,flow_count,window_flow_count,flow_fraction,true_malicious,window_has_malicious,label_available,unique_dst_ip_count,top_dst_ip_share,window_unique_dst_ip_count,unique_dst_ip_ratio_to_window,unique_dst_port_count,top_dst_port_share,window_unique_dst_port_count,unique_dst_port_ratio_to_window,unique_src_port_count,total_packets_mean,total_packets_sum,total_packets_std,window_total_packets_mean,window_total_packets_sum,total_packets_mean_ratio_to_window,total_packets_sum_fraction_of_window,total_bytes_mean,total_bytes_sum,total_bytes_std,window_total_bytes_mean,window_total_bytes_sum,total_bytes_mean_ratio_to_window,total_bytes_sum_fraction_of_window,packets_per_second_mean,packets_per_second_std,window_packets_per_second_mean,window_packets_per_second_sum,packets_per_second_mean_ratio_to_window,duration_mean,duration_std,window_duration_mean,window_duration_sum,duration_mean_ratio_to_window,packet_size_avg_mean,packet_size_avg_std,window_packet_size_avg_mean,window_packet_size_avg_sum,packet_size_avg_mean_ratio_to_window,packet_size_std_mean,packet_size_std_std,window_packet_size_std_mean,window_packet_size_std_sum,packet_size_std_mean_ratio_to_window,outbound_byte_ratio_mean,outbound_byte_ratio_std,window_outbound_byte_ratio_mean,window_outbound_byte_ratio_sum,outbound_byte_ratio_mean_ratio_to_window,flow_count_rank_desc,flow_count_rank_pct,total_packets_sum_rank_desc,total_packets_sum_rank_pct,total_bytes_sum_rank_desc,total_bytes_sum_rank_pct,packets_per_second_mean_rank_desc,packets_per_second_mean_rank_pct,preserved_by_label_for_eval,q_z_0,q_z_1,q_z_2,q_z_3,q_z_4,q_z_5,q_zz_0_1,q_zz_1_2,q_zz_2_3,q_zz_3_4,q_zz_4_5,q_zz_5_0,q_measurement_entropy,q_linear_entropy,q_benign_z_l2,q_benign_z_mean_abs,q_benign_z_cosine_distance
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.0,696,6666,0.1044104410441044,0,0,1,10,0.1077586206896551,21,0.4761904761904761,227,0.2327586206896551,2102,0.1079923882017126,688,3.5899349313530817,2498.594712221745,1.3086570131149378,3.523833238220064,23489.872365974945,1.018758462351756,0.1063690203715605,8.53523310967352,5940.522244332769,1.9386171432174384,8.478794346322761,56519.64311258753,1.0066564609360098,0.105105445066226,6.858033196815607,1.9196598859712248,6.878742063205086,45853.69459332511,0.9969894399006104,0.2296426433179189,0.4137744776847043,0.2318022441419817,1545.1937594504502,0.9906834343556224,5.017790463529693,0.817620124600595,5.036376855393673,33572.48811805422,0.9963095708685747,3.414701013497722,2.836030724871469,3.491463686678346,23274.09693539785,0.9780141854336016,0.6551906293103448,0.2261028165025762,0.6419108570357035,4278.977773,1.0206878760953917,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.3461538461538461,0,-0.001985786387918187,0.13075003891670964,0.06583423264082212,-0.6416537015942357,0.13682465652604103,-0.07321113049741057,0.028421816416564216,0.5035121456656688,-0.10983147812522293,-0.21323753947976942,-0.39986171537617565,0.02712410496090388,0.7675489332272536,0.9377004092675798,0.6421026239746451,0.17083585667790657,0.40514526638492865
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.5,676,6666,0.1014101410141014,0,0,1,10,0.1183431952662721,21,0.4761904761904761,253,0.2085798816568047,2102,0.1203615604186489,667,3.5141519762519,2375.566735946285,1.2646170809787531,3.523833238220064,23489.872365974945,0.9972526333360048,0.1011315301732882,8.474616322756184,5728.840634183181,1.9016049514707225,8.478794346322761,56519.64311258753,0.999507238482746,0.1013601699991503,6.919330742788037,1.929217924956156,6.878742063205086,45853.69459332511,1.0059005962441974,0.2163379939813707,0.3923506552570015,0.2318022441419817,1545.1937594504502,0.9332868833179244,5.034050803333099,0.794084794505263,5.036376855393673,33572.48811805422,0.9995381497200548,3.619973789234699,2.761203544195412,3.491463686678346,23274.09693539785,1.0368069423281363,0.6517268387573965,0.2386448200489851,0.6419108570357035,4278.977773,1.015291814453836,2.0,0.9615384615384616,4.0,0.8846153846153846,3.0,0.9230769230769232,6.0,0.7692307692307693,0,0.08132538659192734,-0.7291424821718251,-0.39783934751785377,-0.6619545264291227,-0.19865896854907764,0.1877759140735536,-0.04820928441175586,0.5456263449810916,0.48624873547032993,0.3001096912513501,-0.45720005447664425,0.43309807327084276,0.7105492041659948,0.9025384761390871,1.0946870250217189,0.36805189152048984,0.8889207923699006
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.4,673,6666,0.1009600960096009,0,0,1,10,0.1188707280832095,21,0.4761904761904761,246,0.2080237741456166,2102,0.1170313986679353,665,3.655770671317216,2460.333661796486,1.297952817000901,3.523833238220064,23489.872365974945,1.0374414520148505,0.1047401885997591,8.673832072419135,5837.488984738077,1.973507060303653,8.478794346322761,56519.64311258753,1.023003002329094,0.1032824813332553,7.034436709277722,1.834791465691725,6.878742063205086,45853.69459332511,1.0226341741908682,0.2085307133765782,0.3911944227186841,0.2318022441419817,1545.1937594504502,0.8996061023846285,5.08682836749328,0.8338105851492068,5.036376855393673,33572.48811805422,1.0100174219579252,3.617152104393065,2.822098450220732,3.491463686678346,23274.09693539785,1.0359987755835132,0.6513243194650817,0.242059622777302,0.6419108570357035,4278.977773,1.01466475029391,3.0,0.9230769230769232,2.0,0.9615384615384616,2.0,0.9615384615384616,2.0,0.9230769230769232,0,-0.07297153070774498,-0.86877338248864,-0.683937761026572,-0.6280095199730855,-0.3783452961814943,-0.10183817678444546,0.06779104660169663,0.7872452987307252,0.6066672093762266,0.6024515300304825,-0.15446558724634832,0.7165439623118877,0.5990632039031605,0.848034975844969,1.3419434741724037,0.46172367626239685,1.1328871770252538
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.7,662,6666,0.0993099309930993,0,0,1,10,0.1238670694864048,21,0.4761904761904761,221,0.2462235649546827,2102,0.1051379638439581,653,3.555865030665376,2353.982650300479,1.2580525933472986,3.523833238220064,23489.872365974945,1.009090042087659,0.100212662445549,8.495144773765354,5623.785840232665,1.9138807923038696,8.478794346322761,56519.64311258753,1.0019283906148382,0.0995014393319866,6.766529095284518,1.9824278261394188,6.878742063205086,45853.69459332511,0.9836869929284304,0.2364160277560323,0.3885885362634177,0.2318022441419817,1545.1937594504502,1.0199039643948598,5.010089099366168,0.8244413347973939,5.036376855393673,33572.48811805422,0.9947804231529352,3.452631010357252,2.808081706960455,3.491463686678346,23274.09693539785,0.988877823226614,0.6449559003021148,0.2337961969009905,0.6419108570357035,4278.977773,1.0047437167217783,4.0,0.8846153846153846,5.0,0.8461538461538461,6.0,0.8076923076923077,11.0,0.3076923076923077,0,0.13445381954762398,-0.1427116026723474,0.05627288378757926,-0.5921428286635739,-0.4018081353467342,0.6673849958105202,0.17779432811080303,-0.39431190410478834,-0.10474904007428787,0.6785662443191076,-0.537477310712026,0.20146365350083076,0.6780329670845195,0.9012760563221518,0.9541435477454833,0.3199484311245251,0.23506435798874625
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.2,658,6666,0.0987098709870987,0,0,1,10,0.1109422492401215,21,0.4761904761904761,226,0.2066869300911854,2102,0.1075166508087535,648,3.5752662809535978,2352.5252128674674,1.2563414298745788,3.523833238220064,23489.872365974945,1.014595765252363,0.1001506170921174,8.551643563718082,5626.981464926498,1.9206329337020536,8.478794346322761,56519.64311258753,1.0085919311661231,0.0995579794040367,6.973004285250344,1.9273530641652967,6.878742063205086,45853.69459332511,1.013703409893718,0.2153284610900951,0.3969273023802869,0.2318022441419817,1545.1937594504502,0.928931736131958,5.046924047416474,0.8072573869188159,5.036376855393673,33572.48811805422,1.0020942023056725,3.654009038898502,2.7621682747033307,3.491463686678346,23274.09693539785,1.0465550745494925,0.6550422796352583,0.2346885689095586,0.6419108570357035,4278.977773,1.0204567697455604,5.0,0.8461538461538461,6.0,0.8076923076923077,5.0,0.8461538461538461,4.0,0.8461538461538461,0,0.13118309312204013,-0.5807715080171018,-0.19909756432616615,-0.44691830406094285,-0.3310965622770493,0.37504474652148945,-0.16274233106710023,0.3428156539667979,0.2723063417135427,0.7408435932664335,-0.2701026809244429,0.34977984450856325,0.7518667824988283,0.9186749866541047,0.9049247183199246,0.3359544170190614,0.7393871749463373
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.8,657,6666,0.0985598559855985,0,0,1,10,0.1126331811263318,21,0.4761904761904761,225,0.197869101978691,2102,0.1070409134157944,647,3.627892588553812,2383.5254306798543,1.3492055149182989,3.523833238220064,23489.872365974945,1.0295301574447686,0.101470344050587,8.639957798519296,5676.452273627177,2.030996894845404,8.478794346322761,56519.64311258753,1.0190078265392095,0.1004332646319022,6.87223823789155,1.954679491183826,6.878742063205086,45853.69459332511,0.9990545036790484,0.2619319872899914,0.4477461625093616,0.2318022441419817,1545.1937594504502,1.1299803772803636,5.083673668757914,0.8341496072479498,5.036376855393673,33572.48811805422,1.0093910393765686,3.6420729104768497,2.804601830397488,3.491463686678346,23274.09693539785,1.0431364142130854,0.6663112754946727,0.23365710522699,0.6419108570357035,4278.977773,1.038012160398172,6.0,0.8076923076923077,3.0,0.9230769230769232,4.0,0.8846153846153846,9.0,0.3846153846153846,0,0.05192604569089582,0.05641058204612984,-0.007127174370865831,-0.5425631925508793,-0.31442920016544884,0.3707474767506736,0.07778280418106949,-0.12634463450558805,-0.007279474357545723,0.5795254902698967,-0.27406976530704585,0.14005771838554154,0.8692003783147221,0.9617670203456606,0.681850359789535,0.20627741574852707,0.14841850087683472
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.1,654,6666,0.0981098109810981,0,0,1,10,0.1192660550458715,21,0.4761904761904761,231,0.209480122324159,2102,0.109895337773549,649,3.501929029512471,2290.261585301156,1.2769189283702909,3.523833238220064,23489.872365974945,0.993783982604507,0.097499958689371,8.430289696213894,5513.409461323887,1.934134880607519,8.478794346322761,56519.64311258753,0.9942792986682236,0.0975485540547582,7.013560808604765,1.890043373474539,6.878742063205086,45853.69459332511,1.0195993314127645,0.2042708828117647,0.4030250288548667,0.2318022441419817,1545.1937594504502,0.8812290992603434,5.003209248234342,0.8038120556244672,5.036376855393673,33572.48811805422,0.993414391315096,3.523655452472748,2.762575768275044,3.491463686678346,23274.09693539785,1.0092201347868028,0.6386433363914373,0.2353335757909554,0.6419108570357035,4278.977773,0.9949096971823232,7.0,0.7692307692307693,7.0,0.7692307692307693,7.0,0.7692307692307693,3.0,0.8846153846153846,0,0.0023269983169703634,-0.2166183271562569,-0.03192837235844863,-0.4621763703965951,-0.430151859419187,0.54707498669083,-0.06028975108877309,0.1473946031141546,0.061470007841891716,0.9307093286705078,-0.27540878685700493,0.004253527164613982,0.780038926957984,0.9451135869836466,0.8265129872409408,0.2760366424677867,0.3634813465988883
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.3,645,6666,0.0967596759675967,0,0,1,10,0.117829457364341,21,0.4761904761904761,222,0.2124031007751938,2102,0.1056137012369172,636,3.542431705638605,2284.8684501369003,1.3381641343358193,3.523833238220064,23489.872365974945,1.005277907937532,0.0972703646294191,8.495358924327011,5479.506506190922,2.006866697152988,8.478794346322761,56519.64311258753,1.0019536478097777,0.0969487102966256,6.7313287649765785,1.96001083660795,6.878742063205086,45853.69459332511,0.9785697302102614,0.2499457802669776,0.447784367508896,0.2318022441419817,1545.1937594504502,1.0782716154977463,5.029214244609526,0.8265008598430955,5.036376855393673,33572.48811805422,0.9985778246962445,3.472065151697063,2.8090660646012555,3.491463686678346,23274.09693539785,0.9944440106722868,0.6632446372093024,0.2247084365149066,0.6419108570357035,4278.977773,1.033234801903985,8.0,0.7307692307692307,8.0,0.7307692307692307,8.0,0.7307692307692307,13.0,0.2307692307692307,0,-0.2519562303263983,0.2136944314735859,0.019075632206043268,-0.24870207522362703,-0.201165024929369,0.8086245543953534,0.3794820872517894,0.08926593020932888,0.08750177393218157,0.8088594546245189,-0.2172194222821404,-0.31158617303526925,0.685749975595406,0.9190663125796521,0.8862182150062243,0.2716604303187721,0.2528478562782305
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.9,627,6666,0.094059405940594,0,0,1,10,0.1148325358851674,21,0.4761904761904761,200,0.215311004784689,2102,0.0951474785918173,622,3.4438946489093705,2159.3219448661757,1.316228925425478,3.523833238220064,23489.872365974945,0.9773148773206216,0.0919256567776822,8.348222822474778,5234.335709691686,1.9836058672009,8.478794346322761,56519.64311258753,0.984600225160006,0.0926109122675253,6.913832317822594,1.997243838821364,6.878742063205086,45853.69459332511,1.0051012604187048,0.2309632573968359,0.422552493700509,0.2318022441419817,1545.1937594504502,0.9963805926545222,4.985207436594747,0.8046864326120181,5.036376855393673,33572.48811805422,0.9898400337647238,3.344563922859813,2.820089333165314,3.491463686678346,23274.09693539785,0.9579260227224964,0.6371271244019139,0.2317685043905487,0.6419108570357035,4278.977773,0.9925476682916994,9.0,0.6923076923076923,10.0,0.6538461538461539,10.0,0.6538461538461539,7.0,0.7307692307692307,0,0.12935961664728945,0.33025479665977653,-0.16442867200651606,-0.8453449468461529,-0.6604739015415272,0.937968780066832,0.5910883056178979,-0.49788428107497873,0.1748673605007196,0.7813069729767121,-0.6713709060258812,0.13791462935266574,0.5731841148769292,0.8331818644279021,1.4253122370172875,0.49371525611406053,0.12826832014661727
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.6,612,6666,0.0918091809180918,0,0,1,10,0.1176470588235294,21,0.4761904761904761,219,0.2058823529411764,2102,0.1041864890580399,604,3.636439655089387,2225.501068914705,1.3020067090114875,3.523833238220064,23489.872365974945,1.0319556600034234,0.0947430038887031,8.664616013485645,5302.745000253215,1.972447420932488,8.478794346322761,56519.64311258753,1.021916048387643,0.0938212753695225,6.7516365077623925,1.994331701484439,6.878742063205086,45853.69459332511,0.9815219767982593,0.2634894846501516,0.4553153633080362,0.2318022441419817,1545.1937594504502,1.1366994552855196,5.096172600129379,0.8367036689241943,5.036376855393673,33572.48811805422,1.01187277013865,3.703308801610837,2.776204744107602,3.491463686678346,23274.09693539785,1.060675159172007,0.6555306879084967,0.241947427891065,0.6419108570357035,4278.977773,1.021217635943546,10.0,0.6538461538461539,9.0,0.6923076923076923,9.0,0.6923076923076923,12.0,0.2692307692307692,0,-0.04162695294913271,0.18238811781011596,0.050375151439550396,-0.4562199473871996,-0.42586221781143113,0.8274552282170106,0.5773835183029559,0.2761975508294679,-0.010000493939635036,0.9334581274895384,-0.40172533144378453,-0.050307196727525705,0.6425270905087865,0.8979570992513521,1.0034227830300675,0.311778708162116,0.14804042424707387
