dataset,dataset_id,split,kind,window_id,src_ip,flow_count,window_flow_count,flow_fraction,label_available,unique_dst_ip_count,top_dst_ip_share,window_unique_dst_ip_count,unique_dst_ip_ratio_to_window,unique_dst_port_count,top_dst_port_share,window_unique_dst_port_count,unique_dst_port_ratio_to_window,unique_src_port_count,total_packets_mean,total_packets_sum,total_packets_std,window_total_packets_mean,window_total_packets_sum,total_packets_mean_ratio_to_window,total_packets_sum_fraction_of_window,total_bytes_mean,total_bytes_sum,total_bytes_std,window_total_bytes_mean,window_total_bytes_sum,total_bytes_mean_ratio_to_window,total_bytes_sum_fraction_of_window,packets_per_second_mean,packets_per_second_std,window_packets_per_second_mean,window_packets_per_second_sum,packets_per_second_mean_ratio_to_window,duration_mean,duration_std,window_duration_mean,window_duration_sum,duration_mean_ratio_to_window,packet_size_avg_mean,packet_size_avg_std,window_packet_size_avg_mean,window_packet_size_avg_sum,packet_size_avg_mean_ratio_to_window,packet_size_std_mean,packet_size_std_std,window_packet_size_std_mean,window_packet_size_std_sum,packet_size_std_mean_ratio_to_window,outbound_byte_ratio_mean,outbound_byte_ratio_std,window_outbound_byte_ratio_mean,window_outbound_byte_ratio_sum,outbound_byte_ratio_mean_ratio_to_window,flow_count_rank_desc,flow_count_rank_pct,total_packets_sum_rank_desc,total_packets_sum_rank_pct,total_bytes_sum_rank_desc,total_bytes_sum_rank_pct,packets_per_second_mean_rank_desc,packets_per_second_mean_rank_pct,preserved_by_label_for_eval
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.4,719,6666,0.10786078607860786,0,10,0.11543810848400557,22,0.45454545454545453,256,0.2086230876216968,2092,0.12237093690248566,715,3.596027167899252,2585.543533719562,1.2662479023959405,3.548571390703132,23654.776890427078,1.0133732062768834,0.10930323062002388,8.578510402879196,6167.948979670142,1.9039027896269543,8.524945011049338,56827.28344365489,1.006283370949658,0.10853851540846145,6.852368662382635,1.9507063604079058,6.8429511750932726,45615.112533171756,1.001376231840385,0.23576581622371579,0.4308300914124534,0.24136527344428918,1608.9409127796316,0.9768008995632678,5.052343958309287,0.8082702038848243,5.054543869392138,33693.58943336799,0.9995647656564676,3.660288428010867,2.758484039898138,3.5644783319592013,23760.812560840037,1.026879135494423,0.6433584297635605,0.24143666433451066,0.6368888877887788,4245.501326,1.0101580387078872,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.4782608695652174,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.0,696,6666,0.10441044104410441,0,10,0.10775862068965517,21,0.47619047619047616,227,0.23275862068965517,2102,0.10799238820171266,688,3.5899349313530817,2498.594712221745,1.3086570131149378,3.523833238220064,23489.872365974945,1.018758462351756,0.1063690203715605,8.53523310967352,5940.522244332769,1.9386171432174384,8.478794346322761,56519.64311258753,1.0066564609360098,0.10510544506622603,6.858033196815607,1.9196598859712246,6.878742063205086,45853.694593325105,0.9969894399006103,0.22964264331791892,0.4137744776847043,0.23180224414198172,1545.1937594504502,0.9906834343556224,5.017790463529693,0.817620124600595,5.036376855393673,33572.48811805422,0.9963095708685749,3.414701013497722,2.836030724871469,3.491463686678346,23274.096935397854,0.9780141854336015,0.6551906293103448,0.22610281650257624,0.6419108570357035,4278.977773,1.0206878760953917,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.34615384615384615,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.2,690,6666,0.1035103510351035,0,10,0.11739130434782609,22,0.45454545454545453,234,0.21884057971014492,2092,0.1118546845124283,684,3.631552398865967,2505.7711552175174,1.3040775354554603,3.548571390703132,23654.776890427078,1.023384342324417,0.10593087251782896,8.611248868985426,5941.761719599944,1.9429988090737949,8.524945011049338,56827.28344365489,1.010123685000223,0.10455825722324542,6.825235489291411,1.9285559115941953,6.8429511750932726,45615.112533171756,0.9974111044564599,0.2457196668844184,0.44468839249329123,0.24136527344428918,1608.9409127796316,1.0180406790835812,5.048450177568518,0.8184081585083386,5.054543869392138,33693.58943336799,0.9987944131100494,3.6042034663876885,2.771203083060655,3.5644783319592013,23760.812560840037,1.0111447260240891,0.6399001202898551,0.24188647465228644,0.6368888877887788,4245.501326,1.004728034291085,2.0,0.9565217391304348,2.0,0.9565217391304348,2.0,0.9565217391304348,12.0,0.43478260869565216,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.0,682,6666,0.10231023102310231,0,10,0.13196480938416422,22,0.45454545454545453,228,0.22140762463343108,2092,0.1089866156787763,674,3.520992929016283,2401.317177589105,1.3212954950188895,3.548571390703132,23654.776890427078,0.9922282917122363,0.10151510575273705,8.489278505496136,5789.687940748365,1.9872532907100529,8.524945011049338,56827.28344365489,0.9958162186961941,0.10188218739135979,6.869187849688247,1.9330642223702628,6.8429511750932726,45615.112533171756,1.003834116877886,0.23227303757832274,0.4135701607290188,0.24136527344428918,1608.9409127796316,0.962329975077939,5.043605008931481,0.8253552001572891,5.054543869392138,33693.58943336799,0.9978358362805203,3.490568332003627,2.828449164353545,3.5644783319592013,23760.812560840037,0.9792648480163576,0.644893706744868,0.24162338784717838,0.6368888877887788,4245.501326,1.012568627133504,3.0,0.8913043478260869,4.0,0.8695652173913043,4.0,0.8695652173913043,10.0,0.5217391304347826,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.1,682,6666,0.10231023102310231,0,10,0.12609970674486803,22,0.45454545454545453,233,0.20821114369501467,2092,0.11137667304015296,678,3.58664995511676,2446.09526938963,1.2492149232421568,3.548571390703132,23654.776890427078,1.010730674466178,0.10340808880677069,8.592841104072413,5860.317632977386,1.8924513210758696,8.524945011049338,56827.28344365489,1.0079644024606695,0.1031250708788144,6.769611873800347,1.9828481078082036,6.8429511750932726,45615.112533171756,0.9892825040810077,0.253737351621154,0.43521710119051465,0.24136527344428918,1608.9409127796316,1.0512587332896524,5.0752765055582065,0.8153716689391434,5.054543869392138,33693.58943336799,1.0041017818228102,3.646801013440453,2.7860777604152407,3.5644783319592013,23760.812560840037,1.0230952958089672,0.6404964692082111,0.24281374779322487,0.6368888877887788,4245.501326,1.0056643811638126,3.0,0.8913043478260869,3.0,0.9130434782608695,3.0,0.9130434782608695,16.0,0.2608695652173913,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.5,676,6666,0.10141014101410141,0,10,0.11834319526627218,21,0.47619047619047616,253,0.20857988165680474,2102,0.1203615604186489,667,3.5141519762519002,2375.5667359462846,1.2646170809787531,3.523833238220064,23489.872365974945,0.9972526333360049,0.10113153017328823,8.474616322756184,5728.840634183181,1.9016049514707225,8.478794346322761,56519.64311258753,0.9995072384827461,0.10136016999915037,6.919330742788037,1.9292179249561556,6.878742063205086,45853.694593325105,1.0059005962441974,0.21633799398137074,0.3923506552570015,0.23180224414198172,1545.1937594504502,0.9332868833179245,5.034050803333099,0.794084794505263,5.036376855393673,33572.48811805422,0.9995381497200547,3.619973789234699,2.761203544195412,3.491463686678346,23274.096935397854,1.0368069423281365,0.6517268387573965,0.23864482004898516,0.6419108570357035,4278.977773,1.015291814453836,2.0,0.9615384615384616,4.0,0.8846153846153846,3.0,0.9230769230769231,6.0,0.7692307692307693,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.4,673,6666,0.10096009600960096,0,10,0.1188707280832095,21,0.47619047619047616,246,0.20802377414561665,2102,0.1170313986679353,665,3.6557706713172156,2460.333661796486,1.297952817000901,3.523833238220064,23489.872365974945,1.0374414520148505,0.10474018859975913,8.673832072419135,5837.488984738077,1.973507060303653,8.478794346322761,56519.64311258753,1.0230030023290941,0.10328248133325538,7.034436709277722,1.834791465691725,6.878742063205086,45853.694593325105,1.0226341741908682,0.20853071337657825,0.39119442271868415,0.23180224414198172,1545.1937594504502,0.8996061023846285,5.08682836749328,0.8338105851492068,5.036376855393673,33572.48811805422,1.0100174219579252,3.6171521043930652,2.822098450220732,3.491463686678346,23274.096935397854,1.0359987755835132,0.6513243194650817,0.24205962277730209,0.6419108570357035,4278.977773,1.01466475029391,3.0,0.9230769230769231,2.0,0.9615384615384616,2.0,0.9615384615384616,2.0,0.9230769230769231,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.7,662,6666,0.09930993099309932,0,10,0.12386706948640483,21,0.47619047619047616,221,0.24622356495468278,2102,0.10513796384395814,653,3.555865030665376,2353.982650300479,1.2580525933472986,3.523833238220064,23489.872365974945,1.009090042087659,0.10021266244554909,8.495144773765354,5623.785840232665,1.9138807923038699,8.478794346322761,56519.64311258753,1.0019283906148382,0.09950143933198664,6.766529095284518,1.9824278261394188,6.878742063205086,45853.694593325105,0.9836869929284303,0.23641602775603232,0.38858853626341777,0.23180224414198172,1545.1937594504502,1.0199039643948598,5.0100890993661675,0.8244413347973939,5.036376855393673,33572.48811805422,0.9947804231529352,3.4526310103572517,2.808081706960455,3.491463686678346,23274.096935397854,0.988877823226614,0.6449559003021148,0.2337961969009905,0.6419108570357035,4278.977773,1.0047437167217783,4.0,0.8846153846153846,5.0,0.8461538461538461,6.0,0.8076923076923077,11.0,0.3076923076923077,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.5,659,6666,0.09885988598859886,0,10,0.11684370257966616,22,0.45454545454545453,202,0.20333839150227617,2092,0.0965583173996176,647,3.6037535112572794,2374.873563918547,1.3120935795338793,3.548571390703132,23654.776890427078,1.0155505172303194,0.10039720834905197,8.598211859315924,5666.221615289194,1.9744359963880702,8.524945011049338,56827.28344365489,1.0085944071394741,0.09970952809854687,6.736544933225749,1.9966465405222191,6.8429511750932726,45615.112533171756,0.9844502409640424,0.27349998224894423,0.506752383780519,0.24136527344428918,1608.9409127796316,1.1331372502186907,5.06541993177677,0.8367043149393377,5.054543869392138,33693.58943336799,1.0021517396357944,3.603839727953029,2.7906802419880146,3.5644783319592013,23760.812560840037,1.0110426806752935,0.6414054036418816,0.24269289122631543,0.6368888877887788,4245.501326,1.0070915287418245,4.0,0.8260869565217391,5.0,0.8260869565217391,6.0,0.782608695652174,17.0,0.21739130434782608,0
attack_test_01_clean,attack_test_01_clean,test,attack,0,59.166.0.2,658,6666,0.09870987098709871,0,10,0.11094224924012158,21,0.47619047619047616,226,0.2066869300911854,2102,0.10751665080875357,648,3.5752662809535978,2352.5252128674674,1.2563414298745788,3.523833238220064,23489.872365974945,1.014595765252363,0.10015061709211744,8.551643563718082,5626.981464926498,1.9206329337020536,8.478794346322761,56519.64311258753,1.0085919311661233,0.09955797940403677,6.973004285250344,1.9273530641652967,6.878742063205086,45853.694593325105,1.0137034098937179,0.2153284610900951,0.3969273023802869,0.23180224414198172,1545.1937594504502,0.9289317361319581,5.046924047416474,0.8072573869188159,5.036376855393673,33572.48811805422,1.0020942023056725,3.654009038898502,2.7621682747033307,3.491463686678346,23274.096935397854,1.0465550745494923,0.6550422796352583,0.23468856890955864,0.6419108570357035,4278.977773,1.0204567697455604,5.0,0.8461538461538461,6.0,0.8076923076923077,5.0,0.8461538461538461,4.0,0.8461538461538461,0
