src_ip,dst_ip,src_port,dst_port,outbound_byte_ratio,duration,packets_per_second,total_packets,total_bytes,packet_size_avg,packet_size_std,proto_TCP,proto_UDP,proto_ICMP,proto_other,window_id
59.166.0.6,149.171.126.2,41417,5190,0.679904,0.003992021269537453,8.699681400989514,3.2188758248682006,8.109224953089955,4.93806460126142,5.275945578883872,1,0,0,0,0
59.166.0.2,149.171.126.5,27067,25,0.083251,0.020782539182528505,8.406751002790479,4.553876891600541,10.611547975828369,6.070541159030496,6.259879291602824,1,0,0,0,0
59.166.0.2,149.171.126.7,63768,21,0.583278,0.20701416938432615,5.345657203310463,3.8918202981106265,8.00736706798333,4.151695863939468,0.0,1,0,0,0,0
59.166.0.8,149.171.126.8,56123,21,0.955446,0.11689375147149933,3.504297294080795,1.6094379124341003,5.313205979041787,3.9415818076696905,0.0,1,0,0,0,0
59.166.0.3,149.171.126.3,11916,10169,0.905716,0.011928570865273802,8.877335450643784,4.465908118654584,10.2422785273763,5.790955336106514,6.161369918180193,1,0,0,0,0
59.166.0.9,149.171.126.3,14209,21,0.583417,0.1798184265758361,5.499848327330392,3.8918202981106265,8.007700012884026,4.152023673808778,0.0,1,0,0,0,0
59.166.0.5,149.171.126.0,38973,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.3,149.171.126.0,43118,2899,0.938613,0.09984533496971613,7.181809194015306,4.9344739331306915,11.088109327580149,6.162948604360145,6.332502530540426,1,0,0,0,0
59.166.0.7,149.171.126.3,55317,25,0.078344,0.5999347988377666,4.704916430075618,4.51085950651685,10.608785611265057,6.111171657212047,6.273327963340432,1,0,0,0,0
59.166.0.0,149.171.126.3,55026,55806,0.41309,0.3191807395111519,5.045070981096263,4.07753744390572,8.916908467543795,4.864080214522816,4.960667058272831,1,0,0,0,0
59.166.0.9,149.171.126.4,57984,80,0.984227,2.2973715259411582,4.794163669231737,6.9782137426306985,13.915649967336932,6.939337102467637,6.327870435099602,1,0,0,0,0
59.166.0.8,149.171.126.5,64932,62859,0.917609,0.16126814759612226,6.329720905522696,4.59511985013459,10.493965038374695,5.911681160599472,6.2522547926882055,1,0,0,0,0
59.166.0.2,149.171.126.9,52953,25791,0.368932,0.0009995003330835331,8.987321812850125,2.1972245773362196,6.715383386334681,4.6443908991413725,4.032923417015119,0,1,0,0,0
59.166.0.7,149.171.126.8,39078,50912,0.368932,0.002995508979798479,7.888959461823889,2.1972245773362196,6.715383386334681,4.6443908991413725,4.032923417015119,0,1,0,0,0
59.166.0.0,149.171.126.0,30843,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.7,149.171.126.1,14926,22,0.594871,0.5394130806179032,4.373511458243771,4.04305126783455,9.127284796838858,5.1078916334484195,5.414802960891331,1,0,0,0,0
59.166.0.8,149.171.126.0,18467,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.3,149.171.126.0,23246,21,0.583417,0.15614868248993136,5.65257222594307,3.8918202981106265,8.007700012884026,4.152023673808778,0.0,1,0,0,0,0
59.166.0.5,149.171.126.6,22384,60997,0.954152,0.004987541511039074,8.294299608857235,3.044522437723423,9.13227071655426,6.138590611998276,6.315720270433907,1,0,0,0,0
59.166.0.4,149.171.126.9,10486,6881,0.978006,1.6646833866600788,5.598079541120804,7.050122520269059,13.811417191559492,6.763317404606402,6.365060137560192,1,0,0,0,0
59.166.0.9,149.171.126.4,27182,26048,0.37561,0.32714314133269456,5.016423848044491,4.07753744390572,9.012011377036412,4.958494693477722,5.41598483108189,1,0,0,0,0
59.166.0.1,149.171.126.3,33418,6881,0.979499,0.9001613499442714,5.992251907058768,6.369900982828227,13.14221502310693,6.7751683065381645,6.359596856297434,1,0,0,0,0
59.166.0.0,149.171.126.8,36075,36179,0.910874,0.1432341680859078,6.415734415527582,4.553876891600541,10.374209673604785,5.833814843664538,6.198484600621338,1,0,0,0,0
59.166.0.0,149.171.126.2,12358,8805,0.899434,0.011928570865273802,8.829714207166164,4.418840607796598,10.143960085972113,5.740420117374188,6.170729228080899,1,0,0,0,0
59.166.0.9,149.171.126.5,33304,21,0.642466,0.09349034308733889,4.81582795330262,2.5649493574615367,6.594413459749778,4.124442587988544,0.0,1,0,0,0,0
59.166.0.0,149.171.126.3,47541,80,0.983395,0.7984076912174383,6.794564587353568,6.994849985833071,13.916496418757665,6.92354735613516,6.336793615586494,1,0,0,0,0
59.166.0.3,149.171.126.6,8091,80,0.857914,1.0170406349742982,2.9512740927807424,3.4965075614664802,9.3803362790795,5.917212333782771,6.128884723601532,1,0,0,0,0
59.166.0.3,149.171.126.1,59494,62810,0.913041,0.020782539182528505,8.363275817770976,4.51085950651685,10.361703226029821,5.864703833049884,6.218533085572483,1,0,0,0,0
59.166.0.4,149.171.126.2,42676,7342,0.851439,0.054488185284069734,5.5254529391317835,2.70805020110221,7.675546002537848,5.0425030338667876,5.510799013220489,1,0,0,0,0
59.166.0.3,149.171.126.1,23163,80,0.441335,0.002995508979798479,8.699681400989514,2.9444389791664403,7.527793987721444,4.646525369537809,4.6495634694577515,1,0,0,0,0
59.166.0.8,149.171.126.9,65529,25330,0.361905,0.010939940038334364,6.5906756030422615,2.1972245773362196,6.734591659972948,4.663439094112067,4.032923417015119,0,1,0,0,0
59.166.0.8,149.171.126.2,26482,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.5,149.171.126.8,12310,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.3,149.171.126.4,49188,6881,0.332665,0.019802627296179712,7.00397413672268,3.1354942159291497,7.599401333415815,4.518819750528479,4.532529942347558,1,0,0,0,0
59.166.0.1,149.171.126.2,37993,25,0.080753,0.020782539182528505,8.385249653140638,4.532599493153256,10.61075950714147,6.091211510723558,6.266592382621285,1,0,0,0,0
59.166.0.6,149.171.126.2,57863,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.7,149.171.126.4,40275,11248,0.423542,0.3140805463063118,5.063743563087154,4.07753744390572,8.89192414015454,4.839287781605765,4.960667058272831,1,0,0,0,0
59.166.0.5,149.171.126.6,43388,21,0.579318,1.805333589255173,2.4865123599451673,4.04305126783455,8.174702882469461,4.1647253589839,0.0,1,0,0,0,0
59.166.0.3,149.171.126.3,46545,52656,0.916049,0.017839918128331,8.560869774343386,4.553876891600541,10.434027564411219,5.893464581571244,6.23675246406058,1,0,0,0,0
149.171.126.10,175.45.176.0,1043,53,0.0,0.0009995003330835331,6.90875477931522,0.6931471805599453,4.890349128221754,4.890349128221754,0.0,0,1,0,0,0
